,score
21064,0
2309,27
21147,81
18569,2
2267,5
10109,14
35488,11
20253,152
6661,0
15819,0
15733,0
32672,9
4004,56
21923,0
21691,65
21732,584
6958,0
21034,603
9134,1
29828,2
24679,24
27001,12
26283,3
14802,0
9787,5
14052,54
10754,41
27808,1
34641,1
2880,0
28556,4
3744,3
11386,0
14419,3
16734,0
16897,5
12416,9
254,5
21849,15
27718,15
24826,2
17886,14
28432,5
30560,12
34341,15
14539,11
4772,2
35115,45
11142,20
24942,1
32033,1
10410,2528
19283,27
20109,16
32308,3
24620,4
33079,2
12196,16
19905,61
30879,3
23892,0
28725,1
16387,7
5186,3
27261,2
7772,1
35211,0
17329,1
30551,2
13042,237
31056,1
33326,348
22492,5
36266,0
1303,60
7113,0
18464,1
32346,1
4101,0
4342,16
5577,5
27603,42
3679,0
32070,2
34660,3
8384,2
36197,7
20404,383
11472,5
36077,21
6150,9
18800,6
27569,12
2600,2
8316,14
22002,32
10335,9
25557,11
1601,0
4996,8
5353,1
35653,2
27653,4
35688,63
29698,1
1032,5
26506,14
18190,1
5941,0
15320,1
11172,0
28462,2
12357,0
18324,0
36129,8
31105,0
1381,2
454,9
28121,186
27845,0
4435,10
30959,0
17058,4
35232,5
27793,6
26714,1651
3405,6
2597,4
20619,22
4334,1
33355,0
23682,18
25269,14
20432,33
20157,0
34750,7
28052,29
2992,7
4573,186
4159,2
2646,209
14125,31
2281,150
31499,6
31656,3
6338,5
33439,1086
2413,22
29199,0
4654,2
16817,1
24920,767
7663,28
2827,12
32719,4
33832,23
25292,9
2468,0
25917,312
33229,104
21906,7
4580,18
22322,375
25484,46
29757,0
1076,11
36236,3
17666,5
14637,184
33660,14
15309,5
5329,3
34498,272
6137,7
20244,34
33209,22
7840,0
267,5
27248,11
11013,18
31416,1
20742,24
21878,387
16827,1
1924,151
15584,1
32026,0
32104,1
8533,5
26601,329
7887,3
29862,1
7082,3
21551,24
9195,3
23022,13
9279,17
4606,0
14990,36
24306,82
30618,2
10959,5
13320,1
4387,3
15585,3
9041,4
6983,7
26109,3
24948,31
13934,1380
2665,15
12370,39
33167,8
6569,1
33224,419
11976,6
4749,40
25406,12
6891,10
19579,0
7436,4
27259,15
17020,2
1646,6
20200,11
4426,2
8107,5
4243,13
22220,63
7200,30
15688,0
11401,13
13476,31
4168,12
6586,21
12946,1
522,1
3769,0
20907,5
18984,7
4107,1
11158,12
23810,35
6487,2
6920,40
1205,3
27181,5
22668,7
4413,39
16254,5
10361,7
21077,45
32862,0
10700,0
30556,1
24857,9
21242,2
26201,18
18666,1
20615,11593
9803,1
4254,3
15454,3
25218,7
15463,4
17925,8
5245,1
19799,592
18053,3
28142,2
22226,195
23751,87
3100,51
26256,2
7841,12
32932,6
315,38
23778,41
19742,518
3392,4
19299,109
28215,10
14068,12
34927,3
25501,88
14302,4
14048,41
31019,0
18951,1
5197,0
33558,187
34234,6
7706,0
27831,7
20202,62
6674,4
7196,3
21082,5
13484,73
2322,7
11809,123
6092,1
34567,0
30934,0
35420,6
8178,0
25896,14
31444,0
24810,8
4020,1
26383,10
8203,22
25274,52
21452,385
31548,9
28711,1
26679,0
4720,4
2155,7
7915,0
21298,2081
35384,6
12044,5
18286,5
17349,0
36194,5
9019,163
9166,0
18863,2
23690,164
18431,6
15683,1
17036,2
2562,909
8542,2
20252,35
19387,23
31002,1
20647,131
6680,5
3866,111
9586,3
20311,140
2099,23
11811,0
6533,1
36116,5
1869,13
18105,0
30910,78
6765,5
15190,2
21387,18
18663,1
36528,3
33877,8
24357,51
2076,30
696,5
24814,31
34237,1
31754,0
28987,2
6720,1
11983,32
11548,0
14214,828
28806,1
10667,0
27683,20
9205,3
33813,0
15237,2
19823,597
22503,10
35005,9
17826,2
18650,9
21024,445
10495,7
19639,15
16988,2
23972,1245
36365,380
33838,6
7595,9
7976,5
4136,92
22789,0
8284,0
3972,2
20055,38
20868,10
33869,16
6479,2
24594,0
5502,6
27542,3
2074,13
24667,63
32038,3
35596,23
10931,11
12690,1
21955,7
3430,15
6950,9
29733,1
26345,11
12259,3
31063,0
35390,4
2931,5
26289,14
3003,12
15719,5
4246,19
6778,7
16059,2
29392,1
1583,23
6173,22
15014,0
23955,5
11816,9
19157,11
32032,1
23091,49
36540,12
16261,21
29957,1
10541,5
27385,35
25373,26
33149,8
4430,14
8604,1
28868,4
36173,30
32582,79
22574,40
24438,12
33588,21
90,12
18572,10
12968,1
24956,0
6990,3
5255,2
13939,34
28801,0
6682,6
3197,29
5289,3
24402,11
10858,19
33430,1
6764,3
30309,2
8784,8
8217,4
9366,2
10661,50
11758,10
14893,9
21798,243
28064,3
34330,1
19420,24
13455,0
22136,7
13242,36
4448,5
16089,0
9273,0
4561,1
1821,1
26326,31
16347,6
23344,3362
29541,0
1374,19
11720,6
9367,14
3365,6
18976,1
24256,20
160,15
1696,10
101,19
5179,1
24915,12
27416,3
8803,1
5034,18
30536,0
26390,5
6458,44
19622,187
2397,1
34410,29
34036,0
35199,12
14512,16
32453,9
19124,53
10228,5
24073,210
3582,270
27688,8
30660,6
23601,28
10591,5
21892,0
414,2
20161,70
28947,0
7391,0
11193,0
778,6
4208,7
5031,0
24950,19
16589,4
21227,9
10048,8
10524,15
20393,394
11189,2
2852,18
10718,0
12673,220
8056,3
5373,1
24336,1
21117,106
21591,24
11595,0
172,5
17080,175
6588,3
14057,77
24765,14
8005,21
19471,5
32161,49
1241,0
26674,8
27846,16
36545,10
20104,1266
3136,11
233,5
6964,23
5082,3
32634,7
8150,4
20061,47
18870,2
19765,47
18031,3
1210,24
14291,17
36254,0
19931,35
9472,1
19197,695
6333,1
5714,5
22896,400
3224,1
19613,55
9857,1
15739,176
35123,6
7540,2
11521,31
8020,6
8022,1
16430,2
5868,0
6878,2
7283,0
151,1
12709,6
29950,0
36018,5
30897,1
5504,2
20889,12
2644,2
31563,0
10635,27
28409,36
30720,1
13154,27
5461,1
9604,5
7901,122
33980,26
20398,5
30458,1
35659,1
28428,669
7868,3
32267,2
22285,7
6583,7
6055,1
1863,4
22631,109
16718,1
20094,63
26888,0
6836,5
877,3
15889,2
5107,8
6658,4
22619,0
14986,0
3778,251
27406,28
5944,2
24899,35
32482,0
31898,1
9090,3
18534,10
34178,9
8162,0
31315,0
25264,13
18613,4
10081,63
22552,12683
29105,13
26138,26
12309,1
26090,21
14614,8
930,2
26765,154
14718,0
17728,2
10938,10
32043,1
1655,7
7537,1
35424,28
7873,8
15487,2
19674,24
31928,0
19563,17
14441,0
1073,486
35724,2
23951,54
15377,2
33489,7
22412,2
21925,0
21516,0
21775,6
10469,10
11211,5
21864,112
30290,4
24949,3
23434,130
32299,3
25054,4
36419,2
36300,5
33941,13
24200,5
2016,68
11220,819
18029,1
13573,429
22057,124
8430,1
34673,3
33512,5
12252,136
15489,10
34090,38
9944,1
31303,2
10714,7
9875,10
5932,1
18146,2
34120,253
3621,2
10314,23
4731,71
19233,0
15615,1
28286,105
4855,5
21287,220
16465,1
7138,1
20214,315
28946,1
32866,3
23831,13
31044,0
5730,16
4521,14
31003,6
5234,18
3761,2
34009,6
34708,9
31027,2
28674,0
15543,1
24109,0
20892,13
772,7
20614,25
2705,0
34295,1
7881,1
24705,6
9812,4
19750,17
19743,515
30743,1
8368,5
30645,2
11943,1
10634,1
13422,0
36011,5
10331,12
17014,6
21453,14
1545,5
7350,4
14996,16
13940,531
16591,32
6628,12
11217,21
347,14
28122,0
11254,14
4787,34
30666,1
10289,30
7037,4
33137,5
15499,1
24340,0
22363,68
28637,4
14580,26
14339,8
29561,13
1129,6
23432,28
6971,16
7282,0
28613,2
36090,8
8884,1
29324,2
23750,13
5749,1
34535,17
12513,0
34155,10
20575,47
16160,1
5646,2
32790,28
18224,15
10906,8
31116,7
3163,12
15549,2
33460,0
9957,0
16550,1
27525,12
31821,1
22293,0
21855,23
16173,3
7148,11
2986,12
24587,6
25664,17
32702,0
22850,6
945,15
30040,0
11599,6
24813,13
19821,50
23919,65
5852,19
31146,2
1290,9
196,18
13839,31
17647,4
24994,20
24489,15
23439,11
25902,45
11965,5
35400,8
25250,0
32954,28
19619,82
26485,286
12041,8
23873,0
35350,7
34923,0
1194,2
17092,3
16309,2
23253,4
24406,6
2895,1
19662,10
3006,5
6257,2
7295,7
27264,428
32953,77
35135,5
4485,4
18628,1
12901,1
32431,4
30450,3
18691,1
21523,0
23333,38
3862,3
14848,426
26852,5
27155,180
31985,0
31879,1
17268,1
29495,0
24373,12
34186,0
30007,1
6061,3
9507,2
24424,0
24721,8
7719,0
34336,34
3501,7
5906,3
29051,1
4838,13
22657,633
13061,415
3747,2
21266,126
27632,8
27933,2
31668,0
11274,9
28695,0
5599,3
36177,6
284,1
27715,13
26929,17
29983,520
29607,1
34532,23
14603,69
1330,29
20354,650
1650,2
152,13
33006,0
5070,24
19916,1482
22116,30
2857,2
22876,511
13205,83
1070,6
24486,17
27386,6
16244,1
32160,0
32510,23
29023,1
30797,2
28368,0
7404,5
32766,14
36351,1
28933,0
8842,1
4648,10
15616,2
31828,3
15159,1
18261,6
28517,0
2890,2
34334,5
28862,1
5847,0
21231,1
6272,13
35358,11
5926,480
23408,5
20643,2272
35863,3
11520,4
23847,103
19363,85
18950,3
36318,3
22641,481
35094,23
27768,10
7824,1
23029,0
27355,0
32229,4
5327,2
18097,2
25459,14
30529,0
19581,0
23883,481
15423,1
3442,0
28188,5
34285,65
29186,2
2316,1
21131,14
33465,0
33204,7
13287,4
18764,2
36181,0
27613,0
31888,3
26278,10
21468,14291
2390,3
34827,20
11022,5
3168,3
5970,1
17448,3
34555,49
28224,34
22518,19
22467,14
21585,157
5924,1
28504,7
24890,0
10925,12
15954,1
35353,27
14010,10
2220,0
33704,2
31295,1
2524,3
5253,28
33530,0
20102,0
7874,5
35079,253
21627,25
13339,1193
4191,1
19975,28
27223,51
9375,3
7835,1
2022,52
4955,71
27116,8
18149,1
2886,76
1139,9
20208,53
24480,80
19633,8
29818,1
31514,4
26496,7
28527,65
27318,13
9133,7
13438,3
5528,9
27343,2
27506,4
31657,0
29079,1
26343,3
4056,10
9939,5
17973,11
9591,0
31365,2
17038,2
16952,0
36352,3
31307,0
24981,1
17766,3
28744,6
17296,1
35862,16
12701,12
16140,17
19163,43
21201,1310
7414,2
30219,1
30966,1
22951,15
31923,0
32057,84
22307,0
1269,0
19102,52
5230,3
28526,155
4258,33
23458,32
28736,1
34416,7
28972,4
3552,0
10962,1
19813,27
33721,6
18187,2
33325,0
14896,61
722,17
29093,3
18238,1
36290,2
2075,1
16336,3
14258,19
23196,361
18309,8
13158,0
6,123
10500,0
2748,11
34390,5
4803,96
30703,1
35545,2
25721,24
16196,5
36076,1
20191,140
25571,8
21717,9
15743,1
30449,1
19879,14
15880,4
16863,0
13667,8
36087,2
29456,1
10730,1
19887,146
23316,11
16499,11
16744,1
31769,0
13796,15
19822,28
8279,4
1218,6
20054,247
35972,6
22718,910
25222,18
7043,2
26889,32
5269,5
30825,0
17283,3
14793,0
2739,1
25434,1
11100,0
2457,37
10523,0
11839,3
31929,1
24457,24
19295,62
5801,0
9227,1
13527,25
31079,4
1364,9
32125,14
8731,13
19586,5
31221,1
21608,38
24318,46
7344,15
3819,12
6284,5
3809,431
23924,2
11764,9
27366,4
29191,7
2112,30
3094,35
35043,10
19413,0
7991,1
20428,39
29394,1
2124,6
12834,3
2015,0
2585,9
587,3
11937,28
215,14
2825,87
24459,962
31687,26
26333,0
35348,1
2952,0
16973,2
3736,28
13217,230
19434,273
8907,6
21545,72
15142,3
4266,0
33758,12
19168,97
14445,11
24783,25
26363,16
21080,0
3124,1
2896,19
19016,742
35405,11
24569,11
32509,3
34354,25
4664,55
32276,25
28511,38
18832,1
12118,43
22026,83
14472,0
12518,19
20893,943
6842,0
27423,16
26213,15
27060,7
25610,323
29273,2
26091,1
24264,14
24474,31
19912,42
11331,0
19609,5
6199,21
12393,1
35973,32
1240,9
31304,2
23753,0
36543,9
32341,1
24160,13
14526,2
25419,11
8073,3
7931,1
4311,1
9225,3
30543,1
7237,0
25911,100
19178,31
22888,4
24323,5
4063,38
11478,0
23616,18
545,11
32946,110
32031,1
3173,126
7786,4
9627,8
7700,10
10576,483
3052,3
10509,1131
25806,3
16906,2
16354,8
24737,33
13173,3
20183,44
6437,3
32720,1228
15926,5
23913,19
22309,22
624,0
7458,13
9474,1
12708,10
1511,3
4245,14
34355,117
25123,9
26296,45
7349,2
2063,1
22538,7
18477,1
8582,1
7088,14
32396,6
7099,1
2837,21
26842,9
20788,0
30032,1
32083,1
6429,3
25116,11
25329,7
31115,1
26301,1207
20847,0
9634,0
19635,18
322,11
13682,0
9565,1
10316,23
33157,10
34565,7
6436,0
1469,4
28747,1
3721,19
22642,14
7118,2
30295,3
25491,16
10703,174
25255,5
14016,0
28902,2
35574,2
1368,7
8389,2
21939,57
17721,1
1605,0
994,355
33128,149
26230,22
33523,17
12146,0
33029,0
33510,11
23401,21
10602,22
12243,681
29168,2
11144,24
23722,32
8320,22
12835,13
11468,3
1627,1
20407,19
10231,7
5411,2
14116,8
35702,6
28187,36
26795,93
24561,27
30951,1
11367,0
9865,2
26417,9
12897,5
23152,409
26636,17
29380,0
12278,0
22213,21
26992,22
16754,1
22638,2238
27099,36
32436,0
13034,0
7506,16
11942,131
35714,7
12366,25
29712,1
35660,3
5304,1
2531,24
23875,349
2245,15
25052,91
35764,8
21047,475
13508,15
33066,17
35197,3
3204,10
18709,1
28654,1
23809,30
30749,1
2057,26
15013,1
4615,10
13008,0
24982,71
15696,3
24662,7
11021,7
9374,18
17298,5
3227,4
34914,1
18081,1
8039,9
9237,4
15883,0
27523,3
3632,1
21594,85
12124,21
11284,9
14982,0
7121,0
22736,11
21517,43
15896,1
19017,107
6784,0
27457,5
20623,26
13649,132
3087,2
31819,7
35539,1
13079,1961
21293,185
14892,3
35327,22
26600,33
34840,22
7745,1
7193,6
19788,0
14781,6
4381,1
9672,2
31978,3
20702,5
13692,0
28627,1
4231,256
24119,22
23503,30
24453,10
2255,0
8674,0
21097,1792
19115,160
15901,1
32963,131
33882,3
24184,6
7330,3
12550,166
33186,9
18679,17
22772,121
5054,4
14096,8
6972,2
34595,2
960,9
35000,6
14198,8
12522,6
10895,14
30820,1
6941,0
26501,65
34681,6
32332,3
29403,0
35962,44
16845,1
14381,8
17263,0
34443,5
6335,2
12011,47
10322,17
16968,0
34003,10
1520,0
1252,2
12927,31
3462,10
36437,5
6599,6
3528,19
13136,2
14487,0
5861,1
6858,1
9188,5
26932,5
10905,17
25471,29
24894,75
27476,1011
17756,1
17162,1
3926,25
26904,21
24123,12
17790,0
25308,7
31693,1
19663,353
32461,3
13028,3
6725,0
4665,5
3566,3
3404,54
23433,3
17149,0
20013,5
30735,2
7376,0
30778,1
28244,8
26826,38
5860,2
14143,0
16484,1
10632,9
32248,3
15993,3
33819,0
4768,5
35846,7
9826,2
2613,5
32508,3
35817,0
26848,18
4249,23
31186,1
4887,1
5814,1
26451,11
23702,638
3602,1
17003,3
1214,8
13175,19
19364,0
22673,49
1760,5
32755,10
10367,61
622,6
26495,0
946,10
35355,7
11676,10
34230,5
19182,0
35964,0
20780,72
24343,4
22133,148
14740,0
21017,24
34445,1
18257,3
19712,0
31132,1
4013,2
13338,2
6317,5
16781,1
5105,7
1023,18
11622,13
32919,8
35194,22
2240,1
11891,0
25289,13
23343,8
5538,3
27932,3
27133,14
24097,0
18495,1
15452,1
14415,3
16046,2
24556,100
19335,0
26062,269
13806,1
13876,0
7655,62
18995,2
27207,27
25578,5
28805,6
9640,0
1186,7
28877,1
13593,14
25981,100
2188,8
31210,1
34919,562
30754,1
11286,14
17529,3
13466,73
30197,2
24496,34
26413,8
1832,22
5442,11
1527,22
26194,0
7718,2
25361,10
19621,215
17368,15
10587,0
33234,2
9683,2
116,2
7309,11
27747,7
16542,3
21115,16
10840,38
26508,27
15191,0
9175,2
32808,4
50,9
30750,0
14613,98
3369,12
24750,8
29213,1
18850,8
26096,10
18899,1
35511,3
31504,0
29109,1
9064,5
27057,59
34379,5
35854,29
2383,0
2789,514
21067,3
12055,1
19423,225
30461,0
23221,9
8037,35
18753,1
24138,2
13444,0
29895,18
12097,34
8188,1
11637,0
26913,880
29676,0
3986,6
14924,11
6372,0
26008,60
3542,0
11927,11
31370,1
4328,5
26255,18
24865,55
18075,3
34539,10
25181,25
27984,16
16888,2
9666,1
5990,5
7961,257
11726,20
13428,7
27150,13
7762,1
29282,2
35796,0
32601,1
30177,3
30476,3
26774,22
29269,1
35026,12
8924,116
9703,3
17346,10
21870,71
22356,33
13811,5
25368,12
14634,11
9620,7
24422,16
3714,3
36434,227
2740,16
984,0
33809,4
18681,0
28267,3
35039,0
6769,3
3295,5
29343,1
13843,20
16304,0
793,20
30313,10
13298,94
7820,1
32443,7
13159,5
3375,1
24581,8
18848,0
20676,321
5508,3
21789,0
26190,606
1670,8
2833,9
669,188
21649,11
29353,4
4120,0
10924,8
16750,1
30392,1
26336,17
21046,19
15096,1
9867,1
6823,8
28124,15
30325,1
4791,300
18468,3
3358,21
2406,1
9073,11
36349,3
23092,33
8961,5
33305,6
29010,0
23627,466
9337,5
26347,7
4201,10
7511,0
27888,0
9967,1
27675,9
11036,4
16284,2
18559,1
11685,623
15214,0
3425,19
18514,17
26864,14
20872,18
27570,0
10381,7
31465,3
30505,2
9193,9
35073,18
34669,17
33062,80
17661,3
12141,20
19188,1
2809,6
14025,2
7157,1
29263,0
18593,6
6923,0
2651,14
3082,9
20042,0
8337,14
5376,3
11077,1
29407,2
17373,4
6782,31
31311,0
32137,0
18888,0
19213,24
27797,6
32728,11
16900,12
31451,2
921,1
32754,81
3096,1
29091,1
26424,1250
31610,2
1216,1
10133,9
19132,25
27336,241
24060,6
18551,2
1629,27
2454,0
26962,13
32280,2
29509,0
22829,0
27907,0
4558,4
2704,23
15432,1
10592,76
36184,7
33315,1
6637,3
27304,3
8761,3
2867,0
26769,6
3355,289
9104,2
26940,4
16790,1
10681,2411
29114,1
18040,28
1103,3
31720,7
8793,36
30793,4
2564,36
34367,65
35284,3
27135,4
26121,9
15751,4
21078,3
13315,1
21876,3
8365,2
35259,6
3297,0
30163,1
13122,39
26095,7
24526,6
17409,6
8031,2
11215,2
11590,544
6281,2
33152,5
32112,1
25815,0
10653,15
32682,0
8130,1
17467,6
24188,5
15396,3
19891,72
30613,15
23410,0
5968,2
4653,8
20726,0
31167,1
22122,13
20341,74
16642,2
23345,3418
22264,9
29104,17
10846,202
12102,13
13745,42
31029,3
5487,0
31573,1
14274,10
5651,1
26525,8
6268,8
31246,3
22534,314
2109,6
23656,43
31110,0
13935,553
29869,0
32460,0
20886,29
6032,43
4921,5
7684,3
21926,3
79,2
1133,3
5682,3
2498,161
11423,8
15912,0
25249,28
11725,2
36228,6
30846,3
18313,1
21402,1
3967,17
6738,7
34738,7
33927,10
14528,8
6805,5
8673,1
14414,3
3947,2
21164,77
31547,5
9108,5
32322,1
26925,1260
35542,5
6531,0
4862,38
18411,9
10614,134
33715,1
10951,114
2488,11
35449,7
18546,0
30225,2
13643,18
19785,57
15090,2
18654,3
2010,2
1726,3
33764,6
14750,6
9092,5
12386,29
21181,3
4993,147
4740,1
34611,1
21341,18
14213,5
18427,1
18228,1
1909,66
26197,4
15590,1
17782,1
27595,0
32511,2
17072,8
6127,4
20834,91
26567,25
36276,5
31556,0
8101,8
20186,17
28629,1
5870,1
19505,0
6395,4
21361,3
10078,60
31639,1
214,5
27862,4
7238,112
10607,8
22195,3
32912,3
30525,2
31878,0
6921,98
17658,3
5403,0
3109,6
19688,23
15141,12
35812,5
1625,1
11382,0
32933,2
27799,589
7797,2
20180,416
6995,0
17043,1
31674,0
6182,13
6986,22
17413,2
18836,33
461,21
33781,3
8976,1
34775,22
35701,1
33142,6
20681,43
26240,9
8186,0
11713,0
12952,22
311,6
20119,34
11732,43
6293,16
30973,0
14859,11
8240,903
34222,2
1142,5
6433,33
14037,589
26329,1309
3057,22
32373,1
36310,0
23200,43
12189,2
13009,23
12377,9
4805,3
24411,13
30632,0
32897,14
31321,1
19042,47
3577,1
14261,35
8017,3
30369,2
12484,9
828,14
31087,8
26897,3
22776,17522
9713,64
8410,0
9876,2
10724,16
19885,250
28092,4
1339,18
1016,2
7275,3
18804,15
10657,19
11149,17
15524,0
9078,0
3905,3
14855,811
27796,26
13019,63
24260,131
35508,2600
16763,1
5984,1
25348,1
32594,6
27481,5
21356,5
11819,3
757,5
6439,3
33649,56
33293,566
17488,1
15778,3
31614,3
13168,53
8078,1
16618,1
31096,1
8491,1
15269,1
36109,3
2679,2
20665,1
1990,3
11614,19
11283,66
32481,1
32794,0
18253,3
14060,22
10211,283
33094,1
8817,6
29998,1
28177,19
18476,1
31742,0
11016,5
36130,5
4870,18
25507,6
5751,0
29908,0
3153,2
33989,2
21277,14
22945,27
2770,2
20116,276
20522,2
19596,0
9723,6
11296,61
5319,2
577,17
16011,0
4816,5
27431,166
27026,0
10533,9
5402,1
2376,182
13486,27
23155,110
18807,4
4352,5
5856,4
10560,27
23101,65
33578,6
792,1
20841,0
24344,0
6863,0
22730,34
7656,0
16619,2
13469,24
3068,27
7172,11
449,4
15434,1
24967,0
8559,3
35766,1
22649,21
29626,0
125,7
18018,1
15629,2
21018,15
25416,16
20490,238
22254,428
17851,3
19948,1102
31348,1
27561,48
33998,4
13185,6
32145,0
8622,0
18235,1
14738,11
8615,2
22863,8
5666,2
5136,3
26093,7
29853,1
15807,6
96,31
20808,37
31940,0
16224,3
33281,17
30944,0
35464,8
15470,72
35342,19
34427,10
3108,4
12691,14
33699,4
27915,5
17801,4
11427,10
7045,1
19223,21
19224,14
22165,0
35408,1
35720,4
32477,3
23441,10
28706,1
33384,40
14303,8
607,7
10845,9
11121,3
17837,1
36108,159
16557,4
23063,289
10764,86
12104,0
27973,23
21795,0
18647,2
9490,39
23921,71
5315,3
3596,10
6193,11
12237,14
8252,0
26381,30
26035,21
9824,8
25174,3
21873,7
6824,36
14301,49
33108,46
1435,7
21234,0
10113,8
12787,3
20287,0
23229,212
66,3
29722,0
16766,0
17760,1
17836,2
14401,1
22778,0
24234,31
8933,2
4641,98
1062,1694
35915,5
4494,0
33947,91
15210,1
33569,0
3042,12
34138,8
10241,443
2779,1
30770,1
1917,34
17591,1
3005,5
2232,1
27400,4
12042,3
4915,11
10626,5
882,10
27986,64
22093,46
28543,7
10336,0
9247,5
30044,1
14739,12
12661,48
19587,11
3629,19
29056,0
3189,4
23948,36
14494,13
4940,104
36091,2
3258,3
4871,18
34047,6
7365,5
7903,1
9702,3
14027,0
6082,10
34039,13
16257,1
35166,7
24772,32
23559,82
22041,11
34148,5
31284,0
22431,0
28899,5
20895,62
30142,1
22749,0
2840,35
19453,172
33700,13
5630,376
33918,4
17927,4
30411,2
28251,2112
6397,1
30550,1
13080,1
1212,14
33628,11
26630,5
13106,0
36024,1
7554,3
19899,16
16024,3
30196,1
12905,57
19999,18
6560,3
26079,37
8556,4
16447,2
16961,19
24012,151
5826,3
11410,2
10832,69
6553,382
3348,7
19991,14
8881,1
20658,498
25648,14
11552,12
25951,27
14552,4
16882,5
16361,1
3657,21
12714,4
7803,5
3668,12
24766,0
29928,2
4055,21
6734,11
32924,4
21258,63
25379,9
12125,22
3474,1
3493,31
12559,5
8048,1
20232,173
17746,0
7167,5
13167,3
5239,2
35240,12
8414,1
26161,13
29802,2
27828,13
27378,39
34688,3
4637,2
27062,33
13917,45
9936,16
34329,0
25847,14
20837,0
26033,12
3698,32
24168,8
21232,0
8450,2
31265,10
22391,256
26961,131
2826,7
35859,28
15651,2
6622,0
19973,356
12693,12
9813,6
12543,0
9330,0
25708,3
25825,183
13525,30
12873,11
11253,6
30919,0
17177,0
26523,12
20278,11
18085,1
20997,21
11935,6
906,49
16971,2
1204,25
18770,1
14097,1
31113,60
6467,8
18130,1
2719,8
36547,6
28162,7
34465,3
11143,2
11384,0
10332,28
18557,2
31404,0
25144,5
10502,1
36499,13
8808,12
29431,37
32094,2
26920,3
765,20
21318,0
22119,10
6968,47
23642,5
26049,8
16721,0
19298,3
1793,5
35274,11
67,3
25186,4
27557,23
13812,28
13091,2
20945,81
15558,3
24478,18
10291,9
24946,8
33092,18
23278,10
276,21
941,0
22334,296
552,1
32100,0
30207,1
8937,1
18227,0
21996,14
19405,69
23552,357
4297,2
16526,15
25856,5
24007,0
5867,0
31987,3
28108,7
28095,3
640,253
7124,3
8497,1
22486,27
3755,6
27652,9
10941,89
13988,11
24957,15
34867,1
22263,12
29791,1
13281,226
8475,6
2767,6
19684,458
17381,22
19404,277
13300,12
5171,5
32118,3
22480,570
11366,19611
16439,3
30195,2
34012,6
31801,1
7455,1
5902,2
7785,10
20007,7
21710,4
28474,3
5433,8
21296,141
20885,0
4506,8
16614,2
3622,0
3370,2
786,0
20930,4883
8270,4
28129,23
27222,6
13956,187
19806,29
13891,33
14873,0
5686,0
7670,7
14696,0
30882,1
16768,2
9068,6
5257,3
19489,430
26071,6
21767,0
3520,0
1903,17
3508,5
1729,3
24392,39
15764,4
11596,1694
19500,14
14767,0
12612,7
7152,0
26007,125
6472,0
7461,8
11089,9
31767,1
21959,4
5395,0
5483,0
8536,21
24426,0
32884,2
4483,8
9674,1
4171,273
28589,0
26686,17
6814,3
9977,1
12685,2100
27574,27
34294,20
21347,0
15965,50
35753,9
31830,5
19227,2
16310,1
24219,889
34102,6
21823,82
33508,2
4747,16
17067,3
18645,12
21519,34
17069,1
3771,263
23260,138766
25150,11
19193,37
36226,840
25807,3
25176,13
29878,0
5964,27
24530,77
15860,2
20753,175
10772,7
14372,62
10734,4
5563,5
18022,2
20391,88
34487,36
14707,3
27055,35
13068,21
25445,49
25429,21
31927,1
10955,4
20481,84
28584,1
14251,27
26973,6
4918,5
25761,18
20406,10
8972,4
28505,9
22959,73
25523,107
24452,0
13992,24
25455,2
35968,164
18481,1
24574,4
7184,0
25011,15
29352,0
22145,15
10796,4
5927,10
16683,5
14931,2
16230,0
6229,27
26471,6
33011,4
2268,8
17257,2
21952,45
11930,0
20556,11
32,6
21888,114
17399,1
28225,23
4512,9
12170,10
17570,5
21514,38
27575,7
33984,7
15057,2
1215,7
28850,0
15422,2
3666,2
7613,7
11585,388
23156,70
10035,26
16631,3
11059,158
30705,1
613,292
32426,1
7683,822
24165,20
1959,8
6240,0
31846,1
25498,8
32940,0
20226,0
23000,43
527,1
24654,9
24780,5109
9109,3
34764,2
2727,2
16938,11
2879,6
24867,8
28179,15
9753,8
11173,20
17394,1
7010,23
7801,9
27100,2
26364,10
35971,10
340,4
29429,2
31869,2
28974,1
14376,10
12669,0
22306,8
26835,2
30473,1
20149,17
23447,62
24065,1466
24173,2
8718,7
16247,1
3243,13
8447,3
21297,0
35225,4
18772,3
13025,2
19250,21
30742,2
21200,6
13672,11
17883,5
26653,54
30018,1
16197,3
24586,0
23509,41
27608,263
24538,19
6200,57
30932,0
24174,8
27499,24
35432,0
30249,0
15264,7
9862,0
21682,108
24232,204
20531,4
29976,2
8930,10
1791,6
35665,166
20635,51
10,7
5407,0
26599,0
4860,2
23964,84
11032,0
17705,3
11901,48
28454,89
24589,4
28910,2
19426,35
17823,1
32959,3
21616,14
7572,6
30772,0
20727,1
31158,1
26968,4
30208,1
35368,1
22573,9
4181,143
11028,560
35064,1
19846,0
31130,5
7689,28
17059,0
344,1
5587,5
29001,2
32226,5
32406,3
23644,2
31877,2
8555,57
24833,5
17804,4
26308,14
13716,0
13294,1782
24243,58
28620,1
23210,0
8815,4
5891,19
4735,9
907,15
837,4
18199,1
2045,7
17319,1
8623,179
27455,5
18052,2
10771,4842
36323,14
3380,2
28686,1
12384,5
26393,21
15183,2
14610,54
11502,1386
9258,3
11056,10
14440,2
27749,0
32369,1
16228,2
