,score
28563,1
21787,453
16831,1
14131,20
1164,111
4509,5
17471,1
26242,53
9612,8
35433,41
14560,4
18594,1
31789,3
2711,2
10492,14
9095,22
18536,1
4518,11
20425,67
13031,7
25500,144
1853,5
22956,12
11200,39
28157,0
22594,297
9641,0
11155,149
3213,1
19528,2
18363,0
31080,2
18074,3
4613,4
5511,4
18669,2
27009,559
18408,2
35349,6
28313,76
5075,4
27286,18
23177,10
30653,1
761,2
6521,5
23160,7
20307,45
11699,22
14889,11
32847,4
4962,20
16866,2
35568,8
9774,2
17912,2
7438,2
30975,1
36131,5
19771,37
22805,48
25102,4
5308,4
23359,16
29637,0
22913,36
22928,15366
35554,189
17397,1
28879,2
3418,24
15477,52
16051,0
2424,12
8455,1
17284,3
17743,0
22984,2
15194,1
8136,3
10134,3
35293,14
22640,191
33353,1
27124,2
34642,9
21914,4500
7233,0
5,121
22587,5
26528,20
30837,1
23452,41
26725,50
22469,41
29987,1
24004,7
394,3
9421,1
20805,487
29201,4
35832,0
31423,0
22693,16
23466,59
7547,4
12363,5
19977,351
35235,3
21173,9
26435,6
28664,1
16769,5
22151,12
23977,515
4317,1
35927,37
746,2
35944,2
33161,9
14359,105
26284,1
9323,1
11731,23
2559,6
35222,5
13139,0
5671,12
27224,1094
298,8
16738,14
13396,15
24784,8
3614,74
16264,4
31958,2
17431,2
17412,3
29852,3
28633,3
21542,207
141,17
27151,15
27746,12
5841,1
26568,1
9580,3
8110,19
21697,35
23691,55
33056,1
20853,25
27840,24
32888,10
35391,459
19203,37
23548,3
15465,7
28149,7
5094,9
32411,0
12227,10
32525,0
8951,3
35168,0
3826,35
34736,1
1208,11
30023,0
18288,0
17990,5
733,0
26491,0
19779,7
31558,0
17857,1
28133,339
34347,12
4210,6
13814,0
9747,8
4923,6
824,2
15634,2
11929,0
16402,3
22944,385
4174,18
33762,9
17159,5
15128,2
10847,32
25801,6
33226,9
16847,2
12043,3
20739,13
18463,1
15351,0
5953,3
31696,0
33437,343
1665,3
11388,69
24599,9
27253,7
13121,5
25651,587
3670,13
10370,7
21371,7
27292,130
25983,13
14374,0
25013,177
12321,29
15034,3
26694,124
10921,20
751,15
19280,0
3187,3
5147,6
14772,108
27581,13
10382,3
25865,494
13557,50
7642,2
7891,0
7562,1
10665,3
12064,1
9727,7
16026,3
25787,3
23109,6
4669,109
34098,18
14922,33
465,9
23461,11
34351,0
33456,36
25804,8
2185,5
33336,2
12906,2
1802,1
30867,0
31733,1
16090,33
6593,3
14579,344
16558,15
1443,2
11152,22
11470,15
28751,48
15426,3
24870,134
32363,72
421,3
24977,5
33955,89
3408,22
14701,0
10112,1
5522,1
21871,16
12727,714
22972,45
1419,98
30881,3
32625,49
32345,0
9085,4
4106,152
17909,2
34593,57
12177,4
33572,13
34524,84
19121,14
4100,15
4569,33
7916,3
17966,3
19403,0
568,92
34033,14
29222,5
34830,0
24669,2
30028,1
16108,1
9072,4
6526,8
7131,1
22630,21
16429,0
35142,22
20217,14
34695,7
4928,86
20768,2904
28742,1
14271,1
22153,4
30070,1
15281,0
22208,13
4727,10
23209,2
4547,2
11634,13
12805,2
15627,13
17975,1
5114,44
35632,7
16206,1
6589,0
23889,0
30004,0
6247,0
5037,1
36057,16
11150,15
34198,3
7369,2
4202,9
25452,6
12847,0
25033,23
25730,9
30784,2
3383,1
10737,5
466,29
19089,751
10165,34
29645,0
34378,6
22586,45
14757,0
1065,16
9773,2
31605,3
8213,2
13470,8
6982,26
14664,1
18994,2
12664,14
16663,2
24088,8
2937,3
35275,190
16688,6
34179,1
5198,5
25966,29
18661,2
31070,2
33722,8
36546,1
18776,2
12303,0
23748,47
33609,20
13582,2004
27631,6049
17380,23
2760,7
4750,2
9707,6
20136,9
26910,1
7883,19
10221,25
10652,32
15906,2
26151,18
19527,0
16746,6
2781,0
28728,1
15619,3
16689,1
5642,0
29640,0
20431,3
28405,9
11464,9
25028,11
29622,2
1595,10
31786,2
21345,37
28442,17
29221,4
27290,2
5952,6
8352,203
13336,2
19805,12
20618,12
21281,19
13227,1
4178,5
6741,1
32274,4
27371,1
15650,56
17691,2
18119,3
15539,1
22754,25
34202,8
25312,109
25943,4
9976,8
2653,94
35331,3
33192,13
33345,3
14751,204
1400,54
21880,1
12598,29
31822,185
27648,2574
2568,66
18429,24
20288,10
7980,3
17799,0
585,1
5940,1
23562,1849
22171,75
17703,0
2588,4
28341,14
15427,7
12531,332
2080,25
20330,73
30871,1
7694,2
23962,8298
9147,2
6514,2
27838,81
13815,12
28447,8
15710,0
29518,13
100,4
2663,4
14433,0
29836,113
16709,5
13700,531
19791,18
24622,9
36023,3
8959,0
22868,17
23479,4
3610,29
15386,11
22369,26
17193,1
14423,171
15976,1
1354,3
12983,35
2755,22
19029,11
34428,7
8645,21
25744,47
5213,18
11406,0
6144,0
4475,5
26805,60
9972,0
5781,8
33484,6
20077,19
27962,7
27882,0
35423,4
12006,49
25585,20
16379,0
22915,12
36324,8
5339,30
20844,1236
24532,3
278,17
12151,9
32501,7
31981,1
36117,2
19443,355
34451,11
34915,34
2171,18
324,1
18077,7
19914,19
24514,3470
36348,7
26876,1
10214,0
35104,0
14782,30
18478,63
29985,1
22593,45
6248,9
4661,12
25720,17
12816,4
23289,0
27641,0
35496,80
34639,8
34095,1
12866,231
14135,10
29595,0
35782,113
35093,10
5350,0
35,18
6088,0
34729,8
599,2
497,0
25347,10
23169,27
77,36
23911,164
33197,24
16241,32
23058,1
22526,16
7711,2
26995,26
23677,3
30014,1
3821,5
26028,883
21992,346
3271,4
27354,27
19923,0
15052,3
6706,0
1654,33
17632,9
32061,2
22855,6
25418,6
12248,4
7122,1
11989,4
5719,6
33712,1
35949,262
31417,2
19143,21
27798,6
21508,0
19343,4
27204,22
11501,40
5209,18
20966,102
33835,4
4086,76
25846,1
19248,97
3111,21
25437,42
29744,0
34195,3
33063,49
18996,9
16590,1
14367,5
11902,303
34164,6
11616,41
35111,30
28070,0
6161,0
15288,3
1363,7
11095,0
31970,2
9777,19
12247,4
9849,4
25213,30
16995,1
8759,1
892,21
8501,0
19835,626
19336,0
33593,13
9218,3
22290,46
34259,2
22392,226
6407,6
19654,10
8964,0
11752,61
23470,16
8756,3
16694,19
3750,3
31856,0
1848,21
13712,1447
3434,9
32071,1
15908,13
10294,1
7301,0
15537,1
7907,0
31713,1
2003,2
5368,5
1801,0
25000,5
29053,0
20209,80
1056,5
4584,3
31652,1
14676,25
6148,6
32837,26
1851,22
2957,14
33943,5
18686,2
8798,1
27765,0
25645,4
3712,11
22347,15
2239,32
16602,3
11037,160
12865,3
12070,1
7102,5
31125,0
16313,2
19360,747
26997,0
13,16
12462,428
21570,3970
26374,4
6538,2
2091,3
4,1177
8541,3
23275,5
17306,4
2946,1
31327,1
33359,171
21463,32
5769,8
2051,7
30849,1
10480,0
22067,61
29156,77
11932,7
3893,6
28205,0
2664,11
3427,1
6457,1
24429,23
32515,2
8163,13
3248,22
10817,4
26866,0
19861,16
12491,18
2573,2
14049,2
18259,1
24420,0
5572,1
21546,21
31932,0
34632,179
26036,2
22891,58
25060,7
29938,7
35597,17
9115,12
33084,21
8469,1
28320,0
15163,6
10821,15
29061,2
10655,0
29137,2
15222,2
3278,44
8339,0
34939,0
21932,1400
819,1
9750,0
35224,0
33668,2
14408,18
12879,14
15735,13
11850,86
21300,15
4820,3
19752,278
2512,3
29404,1
11562,3
26216,50
1380,76
7956,1
27158,3
4817,18
16001,9
5586,1
36208,12
33242,8
3688,4
26608,41
19118,155
31460,1
13115,0
19963,15
34185,6
23773,24
18342,2
16400,0
16308,1
15413,1
22862,24
36069,5
11602,0
1318,11
27270,30
34019,11
27392,70
7020,20
1657,0
26916,10
23149,113
588,3
14167,3
9075,36
30712,1
5325,1
46,0
29826,1
36227,6
20218,35
27634,8
4343,1
7950,0
9557,5
11378,8
20401,24
16199,1
21074,5
32616,7
34083,96
4215,155
20744,356
18472,2
23418,40
334,6
23647,615
29668,1
833,0
22449,195
20370,268
24837,21
17450,1
6334,4
21619,21
22930,28
19498,0
8367,0
10302,1553
26927,437
5413,3
34828,6
22566,10
592,3
20651,1992
23074,110
30351,1
34768,60
4469,36
11109,17
4643,113
21722,6
14459,66
9757,2
34056,26
34932,4
27707,6
33422,36
8224,3
23263,603
16220,0
31543,2
9293,3
2569,32
9663,83
20566,0
34032,10
34349,4
23428,52
9393,18
13708,11
19855,332
4829,29
24103,17
14036,30
19431,0
33993,5
34364,1209
20465,27
31236,1
12411,0
6862,11
2242,9
6936,3
31138,2
20552,110
5766,0
10285,36
22848,151
35640,0
27237,2
1989,9
4222,1
11147,398
4204,9
2256,7
21358,730
2067,47
30847,2
6728,8
11187,7
28904,1
31601,1
30463,0
29557,0
25366,21
32820,6
8558,6
25415,7
26537,4
17555,1
36215,5
32209,0
18318,3
12903,72
34323,7
34889,11
22546,0
19410,11
35758,0
12004,3
14731,68
21471,63
19950,32
29675,1
1409,1
4016,0
24984,55
18051,3
26355,6
29652,0
168,10
7375,115
33968,1
33843,2
34878,39
8027,0
35507,10
10097,7
29550,0
29843,925
6508,4
24647,6
15436,1
29500,1
32647,15
9668,1
18181,1
30929,0
8890,6
25748,9
9811,5
14409,60
9869,5
27646,2
15532,2
28269,2
30662,1
34994,9
27522,2
27234,2
17985,1
17951,2
12753,103
24244,12
16928,2
10317,7
25755,19
5874,17
10603,14
4616,5
27381,0
20469,165
19770,456
13048,0
17589,0
23037,780
25430,2
2582,9
15310,4
2370,14
7347,13
33200,9
1952,9
323,14
10436,10
9136,3
17521,2
32087,1
502,121
21156,11
9955,1
31945,1
28118,1
23462,4
13073,12
8628,2
3190,4
16654,0
30060,3
26504,11
28145,6
3875,3
28110,15
33140,4
17133,12
10017,9
20917,13
6663,10
2592,113
1147,10
31567,2
21149,5
12607,6
19858,0
18038,4
17276,5
35480,1
34065,3
15258,7
35452,18
7815,4
32632,0
5184,3
10191,98
6163,12
485,1
16541,13
14674,51
9433,5
14260,16
6197,86
30227,0
24812,5
29623,0
27743,15
13075,0
33881,33
14455,13
11828,50
33930,5
27598,2
19422,811
35249,3
32998,18
26743,43
17947,3
24157,109
32748,2
15671,0
18250,1
191,6
23715,16
17447,2
23564,50
29913,20
18915,0
27951,2
34546,2
29533,2
30843,2
18145,1
217,39
12584,859
29232,1
16662,2
6369,5
29918,10
31666,0
19929,28
22028,0
29240,1
36138,92
25691,14
22592,28
25614,3
33072,66
7690,1
6170,1
35476,3
12796,6
22383,19
11395,2
28080,6
31066,0
14273,74
9105,9
20230,280
5387,2
29094,2
28255,253
6655,2
10944,7
16701,1
34137,1
20468,216
33111,0
23214,16
2338,2
22496,224
21731,13
11789,32
9835,25
7902,3
17655,0
35216,3
3801,5
2182,3
7430,9
26709,406
4601,3
28165,0
23779,1
24723,42
31497,0
25894,29
29624,0
33606,7
1206,10
6749,0
30096,1
31704,3
16633,83
16671,0
7476,4
31239,1
17210,3
3007,23
34549,11
12748,29
27960,50
21274,24
10818,82
11871,1
29225,2
29463,0
21226,10
19701,367
6265,2
33367,15
2975,256
18442,1
15070,3
3018,6
5096,4
8328,1
10729,24
11318,4
28797,2
9720,0
7728,5
14202,0
17406,7
25417,13
12473,2
5567,9
14345,18
3680,1
34987,1
7389,3
15375,3
8356,709
13662,1
5626,12
11743,7
24762,17
29765,1
917,160
12036,99
2939,6
34306,1
28190,1
32941,6
9700,8
8191,1
18413,4
4474,3
35101,2
32367,0
10107,4
23172,11
3089,2
33760,2
19101,632
28748,2
28049,12
34513,1
26777,9
21218,0
30781,1
3600,29
28182,36
18101,1
2379,29
31953,0
5055,1
14142,164
18180,3
34134,6
2543,1
14830,1
28621,2
17497,1
19021,166
19209,0
26533,20
1425,87
15066,2
35360,5
20833,249
9191,1
2965,25
34815,13
16578,1
27294,32
11350,839
26227,61
1738,8
26847,13
10876,49
25794,26
10376,69
9818,26
21344,101
14887,3
25426,5
29641,1
12452,0
20264,77
14279,8
10691,3
35129,205
15545,0
33294,9
29943,0
18033,1
25841,125
5897,1
22906,33
2745,10
7681,0
16156,1
4252,4
25891,21
589,7
36203,9
26083,17
31443,3
17950,1
6626,9
5365,3
15760,1
7940,110
6276,5
1954,0
35815,7
1901,77
24741,55
27258,7
1796,34
23638,11
24640,17
19503,19
16294,2
13657,33
8715,1
36007,0
28128,9
29438,2
3242,4
15343,6
2855,41
27546,3
389,0
26178,124
5854,3
31083,2
28685,1
15937,2
11815,241
24469,155
14677,17
34570,18
25759,9
5633,2
29497,0
16898,1
20589,197
25120,5
21987,6
7602,5
13886,3
35067,6
2020,6
31172,1
32833,10
17233,2
3843,3
29155,0
18934,3
14965,2
8694,0
6213,3
22261,1
10725,9
8302,1
12520,88
6069,2
9961,3
33333,0
11192,365
15074,7
3104,14
24991,93
26436,77
9503,294
21563,11
18585,1
9389,0
3478,2
21747,44
32372,12
15581,0
1184,3
24190,596
12346,8
4548,0
35848,28
14223,0
2798,7
28307,12
10010,29
10470,8
28390,0
6305,0
12547,5
24926,9
31190,1
20963,7
19088,56
25365,3
27364,3
31576,1
35976,2
29219,0
6107,2
14643,2
3183,31
3373,3
1623,8
6486,7
6670,1
6085,5
22597,9
16389,1
13633,7
23788,328
29479,1
4024,14
33954,0
22691,17
27111,8
7578,5
17863,1
21330,15
33682,2
2558,0
33395,6
1737,1
25173,8
32293,1
2553,6
33816,5
13887,1
14410,3
3605,1
15148,32
3416,6
8585,21
17663,4
24158,4
4984,0
30931,1
10794,3
17534,2
5574,4
13377,9
19676,0
15623,1
21070,163
26245,1551
8205,6
1426,6
16135,1
32084,30
21270,10
23465,27
18728,1
8944,7
34333,6
12924,31
20243,132
21027,15
26716,1
34167,1
26074,26
16274,1
12240,44
29819,0
20913,27
23487,29
33018,6
13397,17
4012,7
23802,2
911,30
16377,0
20,3
17954,1
22289,0
2761,2
26428,6
10366,3
14429,2
33473,132
2024,2
34908,12
5529,1
34946,0
16418,3
3951,0
28604,10
16128,1
23929,23
35021,4
4071,9
7091,3
3273,34
7529,0
22985,0
27196,22
20483,290
12409,3
34013,2
33416,6
23606,0
21499,0
30955,1
4141,138
24324,61
7839,19
19153,39
4213,17
31012,35
17041,1
2394,3
11138,4
6237,2
11708,22
32771,25
29308,6
31920,0
3765,1
34293,0
2849,8
4652,2
12780,0
10252,7
4434,16
11856,16
15992,1
33831,3
32539,3
20035,200
3693,38
84,7
6037,4
14165,38
22243,47
23497,81
19210,165
7267,1
24672,11
1499,144
24712,25
33043,0
18482,0
18458,0
33501,51
26791,11
25867,50
1828,3
14555,9
33751,4
29730,1
13437,30
8825,7
19222,233
25230,1749
26532,22
23159,5
16894,1
18265,10
5525,12
14095,1
6641,10
10491,71
36219,36
1174,2
21233,0
1985,25
14532,2
21157,61
23475,16
30965,0
12828,1
3126,7
16648,0
15227,2
28452,28
30901,1
5954,0
6536,2
14404,33
36297,7
4989,12
19447,114
33625,0
5018,0
21276,0
19741,25
1111,1
16238,13
12854,1
10666,9
35829,15
4598,13
12397,62
21723,74
440,115
17803,57
638,7
1779,9
10659,4
16459,2
13946,14
27201,2
29166,0
32780,2
3058,35
12230,78
23310,0
7757,7
29832,2
34949,1
18275,0
18895,2
34842,2
8436,1
479,3
16982,5
21058,4
25903,7
24481,122
3262,46
14681,15
18808,9
15881,1
13343,18
2776,4
7491,4
32040,1
17709,0
25701,5
18125,1
15644,1
34243,74
31876,15
26476,9
18813,6
480,14
18147,1
8950,4
32407,0
16078,3
29954,1
11256,5
24330,2634
7004,3
8728,0
30809,1
18303,1
22954,21
377,15
26771,12
23297,109
18901,0
33087,6
21011,40
2909,18
16222,2
33669,3
897,132
4195,6
30647,1
582,7
10193,33
28575,0
22315,7
34557,55
3050,31
20437,51
14819,144
374,14
8443,0
6388,6
1035,63
20298,694
21328,13
21579,0
667,13
11545,27
28196,713
17353,2
21302,105
19449,266
5258,4
24258,37
32650,17
33950,5
9093,1
14844,0
32887,16
8397,0
27813,28
8103,16
6853,0
14090,3
15957,0
31014,0
30890,3
16087,13
9444,2
9861,1
2925,5
32088,1
711,6
18359,4
36239,7
17200,2
8936,14
19045,1234
31636,1
27049,133
4628,14
2738,0
25358,120
8124,19
20757,61
23148,106
2648,0
15175,1
12943,1
3718,1
6138,2
19288,11
21311,29
8364,6
19327,0
19894,53
32303,0
18571,2
32442,0
17215,3
27473,6
18596,2
13230,322
16686,4
9622,8
19085,46
34897,7
13663,1
25330,25
34773,943
23533,17
20543,1
18449,1
30401,2
26560,0
9808,3
22907,0
22061,18
18589,1
14732,13
835,2
31925,1
11698,16
21588,146
21191,250
17652,6
25117,11
22398,150
35672,6
7245,5
27030,24
5090,1
6014,0
32725,4
34124,16
10649,0
3780,23
23176,5
7405,2
22628,9
3745,0
17629,3
11455,5
21746,16
21743,44
20691,41
4292,119
29775,0
18664,17
25099,1
21221,0
34647,16
18956,3
24499,47
6717,2
5211,14
22066,17
18385,0
26069,11
34253,2
25314,6
1396,27
12561,6
14588,7
22442,4
36126,24
22745,229
36123,4
11122,25
28668,1
35849,2
2432,15
5959,110
36029,8
17708,1
34766,10
27342,9
14321,233
27226,11
36094,11
4879,62
1323,2
31777,1
12992,4
20219,0
4103,14
4798,11
21357,513
4592,9
4145,11
2675,284
5148,2
22942,347
26448,10
1064,2
11693,0
17958,21
32649,7
31823,2
22676,84
15995,0
4407,14
27058,8
26051,11
25328,2
21622,5
30885,1
3606,10
17191,0
31792,1
21716,2
7608,3
30497,0
33892,34
28541,17
29119,0
5608,9
36423,20
11847,111
12665,10
26603,5
32987,171
21038,31
17995,1
24143,37
28598,1
27679,9
712,38
11691,97
26880,6
16155,6
3246,2
12926,102
30165,1
28535,4
24918,44
9879,2
10390,17
4834,142
8176,1
34725,3
7160,3
17509,0
22126,4631
29711,1
17527,16
35403,0
12396,5
31613,0
22371,28
30924,0
4042,43
23710,469
18677,39
25340,4
13488,531
29206,4
25051,14
22210,24
35310,5
7846,0
28301,5
33574,6
4861,347
23969,1410
30502,0
24417,175
7607,2
15450,27
24900,58
22779,72
28438,9
23121,56
35711,2
7401,3
27297,1
5146,1
20167,9
17078,11
569,1
14062,14
11933,278
24630,1
23848,21
982,7
24944,50
35169,1
26384,32
31241,0
29513,1
13330,39
14329,18
9010,19
15103,110
8788,0
29125,1
20818,15
5618,5
21166,0
32437,3
28381,68
9979,2
22898,42
5677,150
17131,1
11178,540
1314,25
35810,17
15872,8
4166,16
2589,1
4557,2
26369,5
33683,0
29616,3
6393,0
25315,5
34937,5
21908,14
9776,0
27422,12
4036,26
8552,20
5214,15
24579,73
12215,9
22478,14
20527,2
32976,6
24271,0
32724,22
12487,0
7012,10
2669,10
26756,4
30501,1
15754,6
4044,193
760,3
6366,3
33756,7
2025,23
23003,118
7260,3
35054,5
29681,0
6781,10
34959,0
14400,31
3754,2
14573,22
10472,42
32591,5
7153,0
22244,260
12367,13
9834,15
22444,1452
5653,52
28683,2
14489,37
25752,10
1097,19
15698,1
36223,1
29121,1
15654,2
35611,11
30359,1
30094,0
5713,3
27167,7
18631,2
17599,2
8424,4
4049,15
34339,22
28357,3
23716,34
4800,4
7832,9
16488,4
486,84
10242,19
4554,12
21093,311
33419,2
5436,8
34062,7
32526,0
10547,235
31587,1
9897,0
29397,13
31784,0
2714,107
30134,1
10313,23
13554,1
2421,5
23025,31
4001,4
9319,34
20909,0
12413,0
8620,1
15017,5
26806,8
16094,19
2420,2
18905,72
20171,2731
7859,1
13244,12
10452,0
3994,362
19469,5
14869,13
3949,14
28867,2
28519,0
28203,0
23939,1803
19382,5
5767,2
15007,1
15888,3
32323,0
4066,0
31155,1
27851,232
2805,6
31781,1
31632,0
3822,20
2061,26
28316,12
5512,0
18812,0
4982,84
14832,1
17854,1
19073,951
30659,2
19901,68
32505,3
23915,27
22233,5
15250,3
8906,5
5665,144
11730,541
28043,12
15931,3
10911,17
22764,0
14435,0
32989,2897
25881,3
28071,17
17929,2
7398,3
30937,1
6256,2
14250,1077
11346,0
20967,40
18004,2
17181,0
5133,0
23329,8
15925,3
3983,281
16626,0
31169,90
19737,4
35246,2
34654,3
5438,9
22388,41
6895,10
27315,24
6761,3
3422,9
29921,0
22299,5
11201,7
15808,5
14327,27
22366,1784
17928,1
14576,9
19552,0
3579,3
3828,31
19570,0
15497,1
6870,10
6506,2
26886,16
27971,17
16885,6
11953,24
3751,22
28959,1
4386,27
10612,5
11383,0
9473,1
21918,57
35426,0
27309,12
19802,32
34352,21
7474,0
29453,1
3022,4
15750,1
4700,0
2154,5
20306,43
30455,2
17433,1
17692,1
2302,19
1870,2
18007,1
3381,4
23973,27
20090,5
9275,0
33645,1
19775,137
26539,5
14917,8
28673,0
7837,1
18035,8
23301,10
34332,4
14475,0
7468,0
19249,0
32669,25
12777,178
30927,1
30001,0
19521,10
24006,15
16714,5
16522,12
450,10
3833,2
24875,15
3073,1
13066,8
5701,44
31077,0
2544,2
4877,9
4753,8
18121,1
10831,7
11376,9
10490,6
23016,13
31254,2
25115,9
5864,0
14298,0
23050,371
27913,1
1167,16
22155,140
17977,2
11269,5
4674,11
27002,31
2458,5
8652,3
17389,2
498,3
6314,0
24992,14
5066,11
17719,5
15493,3
25058,15
2247,35
11218,0
23652,6
10722,0
11415,5
26112,9
16374,5
6398,2
9267,8
4060,29
19517,6
19766,38
11795,279
19930,1519
4759,28
3390,6
4914,8
23554,9
26612,4175
15019,3
28007,2
33401,2
1209,4
29701,3
35722,13
29126,0
28370,15
3056,9
2425,15
8630,6
20694,9
13449,25
27114,11
14708,1
306,0
23843,69
30176,1
30604,1
4922,0
9296,14
15952,1
2198,1
36025,2
767,0
33363,5
18826,1
28954,0
20488,37
13452,12
35020,10
30131,2
17524,2
24649,14
30169,10
27841,6
34261,17
27325,6
4308,14
6840,16
8913,0
36304,2
30246,1
8422,8
19428,11
2832,6
20083,36
16607,10
26386,37
18538,2
10692,34
34028,49
23950,12
17258,2
1190,6
28917,1
429,2
27529,2
483,4
22096,4479
12782,4
21425,14
6337,1
24592,11
31507,1
12280,0
33049,32
18302,0
23553,4
17890,1
28017,39
35710,21
1513,1
30672,2
5188,3
6902,0
22983,24
11568,24
19231,17
33045,4
26640,6
11437,212
2926,129
23826,26
35729,2
28395,5
13929,4
32312,1
27069,1
18842,0
15171,1
32397,1
15147,7
8943,12
9253,1
14828,6
23619,0
32824,4
22590,14
21537,377
18649,0
6121,0
4694,61
10142,0
34126,11
2357,5
32489,0
31493,1
32015,3
18432,0
32270,0
12180,25
14759,1
17594,1
24322,29
11554,0
29657,1
15229,1
18322,5
5816,9
33909,11
20779,8
31463,1
26582,29
29629,1
8601,3
7570,0
34087,3
31517,2
361,99
5737,0
14550,10
20316,2244
15502,4
19757,33
33247,6
15379,0
13340,21
19239,518
3320,8
34034,2
4762,23
13683,3
25655,0
31229,3
26780,4
32122,2
27903,378
21582,5411
16649,2
1436,31
6497,2
13166,0
23999,7
25852,9
5422,15
19653,12
18308,0
34701,21
11578,21
405,0
19834,56
5945,5
9440,0
22787,39
35578,3
34289,5
29334,2
29367,5641
23594,37
13678,2
4946,5
20346,69
10282,3
17125,2
34362,5
13190,6
6779,198
35768,23
28822,0
18404,2
20294,31
22925,21
1068,3
21711,110
5973,7
26337,57
29124,1
15858,2
34789,4
16733,5
32089,0
6377,1011
14461,5
29999,3
26531,9
33755,11
15825,2
1918,9
26502,869
16066,192
29198,1
6360,11
24769,2
23039,3
19394,14
2999,2
18829,4
3341,2
14447,9
12204,0
35236,9
21217,4
16167,37
10885,8
34279,7
36174,292
764,1
1642,3
21410,6
3654,52
23471,0
4094,1
1488,187
3210,13
24287,25
30245,2
22035,17
18210,6
25509,11
3112,3
16984,1
8677,9
26472,11
13347,72
13345,1494
21,3
11298,4
45,1
33990,5
11808,73
1378,3
27500,7
8726,13
11974,3
11906,9
33382,2
18266,5
23178,9
24625,19
33061,36
4571,7
2403,4
15755,19
2377,10
1727,10
11029,0
11321,457
1652,2
22565,11
25520,49
6155,1
23220,7
29789,2
7086,1
15820,5
33358,37
18305,9
32305,1
11533,256
19309,48
16118,0
16461,2
11359,93
5673,2
16080,8
18652,3
11717,46
9924,1825
16615,1
24891,319
16783,19
35866,18
21543,7
10150,77
7890,0
24895,16
13109,0
3016,8
17331,0
11380,0
20188,94
8530,9
9451,2
1879,2
1673,1
26362,12
2759,2
24390,0
3264,3
23626,10
5170,2
19625,28
5812,1
9694,12
12138,67
17850,4
21443,3
19575,3
28502,14
1855,8
36137,42
30891,1
23721,23
13850,7
5824,0
13172,0
29417,3
3530,0
23740,63
27305,14
28016,0
19968,26
13392,67
31474,1
23020,48
18702,1
35490,6
24714,4
21393,88
12423,5
23381,72
981,5
28487,9
23009,46
14478,328
36390,4
32922,2
10723,18
12529,7
30006,0
18656,3
32899,1
24408,41
3483,2
16773,1
7653,2
30844,1
213,25
29610,1
8482,0
6135,5
26873,2
10259,0
11403,24
25225,4
35733,2
22767,7
20933,0
21602,22
5141,2
23622,35
13975,0
8941,2
32689,3
2819,17
22931,0
7416,0
29158,2
13632,9
32756,11
8220,1
15327,2
6729,339
7270,5
18570,2
16904,2
6651,1
14629,2
24980,4
27169,4
18697,0
22964,8
10570,7
31796,0
7460,2
7411,0
2361,52
28565,2
13888,1
36088,3
6409,4
20175,27
33598,11
31737,781
3313,10
28612,1
21903,29
32674,3
25853,11
14659,3
25725,377
24515,11
13376,1
21705,10
24962,22
27791,15
14145,17
28938,1
9008,1
30787,1
20762,438
2350,1
4671,35
24939,0
28631,0
16245,1
22922,6
34747,28
11034,8
923,127
2487,8
14184,0
22292,24
21428,18
13355,4
4439,2
19529,155
14089,2
24498,29
25574,7
13450,6
14945,1929
36113,7
8687,2
16975,1
6755,8
7085,5
26598,13
24014,0
23089,37
10994,20
32729,6
27941,32
30587,11
6181,2
31400,1
23501,269
32618,16
35565,5
33581,0
6653,19
2634,7
33248,1
13193,3
17152,9
9645,4
2419,0
6400,0
15167,0
24179,4
28175,9
18795,2
14465,0
5571,3
9682,2
12715,2
18371,2
1516,8
27333,3
15720,37
30999,1
11723,2633
4941,24
28811,2
8135,0
24382,37
22695,46
1279,0
7422,0
18487,0
473,4
5334,6
29370,413
12088,40
3904,2
36388,2
30265,2
11273,30
4796,7
19408,32
13670,8
27488,0
31054,1
35309,0
407,6
27189,1132
9786,26
820,8
22132,582
17460,0
10002,0
29503,2
12039,0
20928,312
594,10
9746,1
9435,3
10308,17
23282,9
3151,1
898,4
3706,8
25396,5
9246,0
14504,2647
23363,88
25389,23
15826,1
26588,1
11560,8
34612,4
1911,0
27626,11
11397,39
12587,2
13483,30
18749,21
32923,6
13907,98
9305,9
5410,6
15862,1
19146,8
36406,1854
34125,4
1482,3
20000,892
